id,codalu,"Código
Curso","N° Total de
Repeticiones"
1,20120287J,PP423,2
1,20120287J,PP426,2
1,20171588G,PF111,2
1,20140455E,PQ313,2
1,20152161A,EC310,2
1,20152161A,PI313,2
1,20171575B,PF111,2
1,20171460K,PF111,2
1,20172711G,PM111,2
1,20171255H,PF111,2
1,20171255H,PH111,2
1,20171255H,PQ112,2
1,20134073G,PQ423,2
1,20171315K,PF111,2
1,20172576B,PQ112,2
1,20170368C,PM122,2
1,20161328B,MA133,2
1,20150415F,PI111,2
1,20121433J,PIT23,2
1,20121433J,QU517,2
1,20150441G,FI403,2
1,20150441G,MA143,2
1,20071165G,HC443,2
1,20071165G,PI426,2
1,20071165G,PI475,2
1,20170565C,MA123,2
1,20170565C,MA124,2
1,20100370I,QU334,2
1,20161097K,MA133,2
1,20141265E,QU526,2
1,20122631J,PI135,2
1,20122631J,PI225,2
1,20091353C,MA133,2
1,20030462G,EC618,2
1,20030462G,PIT61,2
1,20030462G,PI216,2
1,20030462G,QU334,2
1,20172266C,MA123,2
1,19931219A,MA143,2
1,20141509A,EM811,2
1,20040385E,PI365,2
1,20151492D,MA123,2
1,20150372E,PI111,2
1,20150372E,QU324,2
1,20150372E,QU526,2
1,19870040G,PI118,9
1,20112628F,QU526,2
1,20091255A,EE102,7
1,20091255A,MA124,7
1,20141357G,PA714,2
1,20141357G,QU324,2
1,20110451A,PA714,2
1,19971241H,EC618,4
1,20051205C,PI911,2
1,19950481J,PI216,8
1,19950481J,QU324,7
1,20122621D,PI143,2
1,20172216F,FI204,2
1,20172216F,MA123,2
1,20172216F,QU118,2
1,20172216F,QU119,2
1,20177014B,MA133,2
1,20030378F,FI204,5
1,20170591D,FI204,2
1,20170591D,MA124,2
1,20171552B,FI203,2
1,20171552B,MA113,2
1,20171552B,MA114,2
1,20072164D,PIT61,6
1,20072164D,PI111,7
1,20121420E,FI152,2
1,20171568F,FI203,2
1,20171568F,MA114,2
1,20070382D,QU334,2
1,20150442C,MA133,2
1,20102680E,EE621,2
1,20140310G,PA714,2
1,20071300A,EC618,2
1,20151289D,PI523,2
1,20151289D,QU324,2
1,20012184I,PI216,2
1,20171541K,FI203,2
1,20121439H,PA113,2
1,20161439I,FI403,2
1,20062675F,PIT21,3
1,20062675F,QU118,5
1,20062675F,QU119,4
1,20110396K,PI513,2
1,20150457K,PI523,2
1,20151436G,PA714,2
1,19950466K,PI426,8
1,20151367E,PI523,2
1,20151367E,QU435,2
1,20131499C,EE102,2
1,20131499C,MA143,2
1,20171420I,FI203,2
1,20171420I,MA113,2
1,20171420I,PI118,2
1,20171420I,QU116,2
1,20171420I,QU117,2
1,20151062J,PI111,2
1,20150471C,PI111,2
1,20141490I,PIT52,2
1,20010399H,PA113,2
1,20072088F,PI826,2
1,20122654J,PI225,2
1,20170336D,MA124,2
1,20082175I,QU119,8
1,20122177G,PI225,2
1,20161372A,FI204,2
1,20161372A,MA123,2
1,20161372A,MA713,2
1,20131462B,PI217,2
1,20154501D,QU324,2
1,20150481I,EM811,2
1,20172204H,MA123,2
1,19992669G,MA143,15
1,20162607B,FI204,2
1,20140497J,PA714,2
1,20140497J,PI216,2
1,20132720E,PI225,2
1,20131450D,PI111,2
1,20152162H,FI152,2
1,20152162H,QU324,2
1,20152552K,MA143,2
1,20152552K,MA612,2
1,20031199H,PI225,2
1,20131427B,PA113,2
1,20131427B,PI513,2
1,20161310F,MA124,2
1,20110381C,PI826,2
1,20170463F,MA123,2
1,20081321A,PI523,2
1,20081134G,PI426,2
1,20151330D,MA612,2
1,20110404C,PI426,2
1,20171532A,PI100,2
1,20170031I,MA124,2
1,20101307I,PI216,2
1,20161186C,EP307,2
1,20130427I,PI225,2
1,20172638H,AU511,2
1,20172638H,FI203,2
1,20172638H,QU116,2
1,19920516J,PI111,7
1,20140507E,QU334,2
1,20170475D,MA124,2
1,20160369G,MA612,2
1,20132134I,PI140,2
1,20132134I,QU526,2
1,20160579A,MA143,2
1,20020499E,PIT23,5
1,20162692J,MA123,2
1,20145031I,QU526,2
1,20101406G,PA515,2
1,20151235A,QU324,2
1,20171515J,MA113,2
1,20132711F,PI225,2
1,20164556F,MA123,2
1,20140426E,PI111,2
1,20140426E,QU434,2
1,20170175K,MA124,2
1,20032155D,PI510,11
1,20142195K,PIT52,2
1,20132685E,QU334,2
1,20132685E,QU526,2
1,20170542C,MA124,2
1,20141507I,EE102,2
1,20141507I,EM560,2
1,20141507I,MA143,2
1,20141507I,PIT31,2
1,20154035C,FI152,2
1,20154035C,PI111,2
1,20154035C,PI523,2
1,20154035C,QU434,2
1,20154035C,QU516,2
1,20110427C,QU435,2
1,20082660D,PI523,7
1,20082660D,QU526,4
